code,short_description,long_description,is_billable,organ_system,criteria_type
C80.2,1 Malignant neoplasm associated with transplanted organ,Malignant neoplasm associated with transplanted organ,False,general,contraindication
C81,0 Hodgkin lymphoma,Hodgkin lymphoma,False,general,contraindication
C81.0,0 Nodular lymphocyte predominant Hodgkin lymphoma,Nodular lymphocyte predominant Hodgkin lymphoma,False,general,contraindication
C81.00,"1 Nodular lymphocyte predominant Hodgkin lymphoma, unsp site","Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.01,"1 Nodlr lymphocy predom Hdgkn lymph, nodes of head, face, &","nk Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.02,"1 Nodular lymphocy predom Hodgkin lymphoma, intrathorac node","s  Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.03,"1 Nodular lymphocyte predom Hodgkin lymphoma, intra-abd node","s  Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.04,"1 Nodlr lymphocy predom Hdgkn lymph, nodes of axla and upr l","mb Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.05,"1 Nodlr lymphocy predom Hdgkn lymph,nodes of ing rgn & low l","mb Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.06,"1 Nodular lymphocyte predom Hodgkin lymphoma, intrapelv node","s  Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.07,"1 Nodular lymphocyte predominant Hodgkin lymphoma, spleen","Nodular lymphocyte predominant Hodgkin lymphoma, spleen",False,general,contraindication
C81.08,"1 Nodular lymphocyte predom Hodgkin lymphoma, nodes mult sit","e  Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
C81.09,"1 Nodlr lymphocy predom Hdgkn lymph, extrnod & solid org sit","e  Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",False,general,contraindication
C81.0A,"1 Nodular lymphocyte predom Hodgkin lymphoma, in remission","Nodular lymphocyte predominant Hodgkin lymphoma, in remission",False,general,contraindication
C81.1,0 Nodular sclerosis Hodgkin lymphoma,Nodular sclerosis Hodgkin lymphoma,False,general,contraindication
C81.10,"1 Nodular sclerosis Hodgkin lymphoma, unspecified site","Nodular sclerosis Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.11,"1 Nodular scler Hodgkin lymph, nodes of head, face, and neck","Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.12,"1 Nodular sclerosis Hodgkin lymphoma, intrathorac lymph node","s  Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.13,"1 Nodular sclerosis Hodgkin lymphoma, intra-abd lymph nodes","Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.14,"1 Nodular scler Hodgkin lymph, nodes of axilla and upper lim","b  Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.15,"1 Nodlr scler Hdgkn lymph, nodes of ing region and lower lim","b  Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.16,"1 Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph node","s  Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.17,"1 Nodular sclerosis Hodgkin lymphoma, spleen","Nodular sclerosis Hodgkin lymphoma, spleen",False,general,contraindication
C81.18,"1 Nodular sclerosis Hodgkin lymphoma, lymph nodes mult site","Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
C81.19,"1 Nodular scler Hodgkin lymph, extrnod and solid organ sites","Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",False,general,contraindication
C81.1A,"1 Nodular sclerosis Hodgkin lymphoma, in remission","Nodular sclerosis Hodgkin lymphoma, in remission",False,general,contraindication
C81.2,0 Mixed cellularity Hodgkin lymphoma,Mixed cellularity Hodgkin lymphoma,False,general,contraindication
C81.20,"1 Mixed cellularity Hodgkin lymphoma, unspecified site","Mixed cellularity Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.21,"1 Mixed cellular Hodgkin lymph, nodes of head, face, and nec","k  Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.22,"1 Mixed cellularity Hodgkin lymphoma, intrathorac lymph node","s  Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.23,"1 Mixed cellularity Hodgkin lymphoma, intra-abd lymph nodes","Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.24,"1 Mixed cellular Hodgkin lymph, nodes of axilla and upper li","mb Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.25,"1 Mixed cellular Hdgkn lymph, nodes of ing rgn and lower lim","b  Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.26,"1 Mixed cellularity Hodgkin lymphoma, intrapelvic lymph node","s  Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.27,"1 Mixed cellularity Hodgkin lymphoma, spleen","Mixed cellularity Hodgkin lymphoma, spleen",False,general,contraindication
C81.28,"1 Mixed cellularity Hodgkin lymphoma, lymph nodes mult site","Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
C81.29,"1 Mixed cellular Hodgkin lymph, extrnod and solid organ site","s  Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",False,general,contraindication
C81.2A,"1 Mixed cellularity Hodgkin lymphoma, in remission","Mixed cellularity Hodgkin lymphoma, in remission",False,general,contraindication
C81.3,0 Lymphocyte depleted Hodgkin lymphoma,Lymphocyte depleted Hodgkin lymphoma,False,general,contraindication
C81.30,"1 Lymphocyte depleted Hodgkin lymphoma, unspecified site","Lymphocyte depleted Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.31,"1 Lymphocy deplet Hodgkin lymph, nodes of head, face, and ne","ck Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.32,"1 Lymphocyte depleted Hodgkin lymphoma, intrathorac nodes","Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.33,"1 Lymphocyte depleted Hodgkin lymphoma, intra-abd lymph node","s  Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.34,"1 Lymphocy deplet Hdgkn lymph, nodes of axilla and upper lim","b  Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.35,"1 Lymphocy deplet Hdgkn lymph, nodes of ing rgn and lower li","mb Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.36,"1 Lymphocyte depleted Hodgkin lymphoma, intrapelv lymph node","s  Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.37,"1 Lymphocyte depleted Hodgkin lymphoma, spleen","Lymphocyte depleted Hodgkin lymphoma, spleen",False,general,contraindication
C81.38,"1 Lymphocyte depleted Hodgkin lymphoma, lymph nodes mult sit","e  Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
C81.39,"1 Lymphocy deplet Hodgkin lymph, extrnod and solid organ sit","es Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",False,general,contraindication
C81.3A,"1 Lymphocyte depleted Hodgkin lymphoma, in remission","Lymphocyte depleted Hodgkin lymphoma, in remission",False,general,contraindication
C81.4,0 Lymphocyte-rich Hodgkin lymphoma,Lymphocyte-rich Hodgkin lymphoma,False,general,contraindication
C81.40,"1 Lymphocyte-rich Hodgkin lymphoma, unspecified site","Lymphocyte-rich Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.41,"1 Lymp-rich Hodgkin lymphoma, nodes of head, face, and neck","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.42,"1 Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph node","s  Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.43,"1 Lymphocyte-rich Hodgkin lymphoma, intra-abd lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.44,"1 Lymp-rich Hodgkin lymphoma, nodes of axilla and upper limb","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.45,"1 Lymp-rich Hodgkin lymph, nodes of ing region and lower lim","b  Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.46,"1 Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.47,"1 Lymphocyte-rich Hodgkin lymphoma, spleen","Lymphocyte-rich Hodgkin lymphoma, spleen",False,general,contraindication
C81.48,"1 Lymphocyte-rich Hodgkin lymphoma, lymph nodes mult site","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
C81.49,"1 Lymp-rich Hodgkin lymphoma, extranodal and solid organ sit","es Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",False,general,contraindication
C81.4A,"1 Lymphocyte-rich Hodgkin lymphoma, in remission","Lymphocyte-rich Hodgkin lymphoma, in remission",False,general,contraindication
C81.7,0 Other Hodgkin lymphoma,Other Hodgkin lymphoma,False,general,contraindication
C81.70,"1 Other Hodgkin lymphoma, unspecified site","Other Hodgkin lymphoma, unspecified site",False,general,contraindication
C81.71,"1 Other Hodgkin lymphoma, lymph nodes of head, face, and nec","k  Other Hodgkin lymphoma, lymph nodes of head, face, and neck",False,general,contraindication
C81.72,"1 Other Hodgkin lymphoma, intrathoracic lymph nodes","Other Hodgkin lymphoma, intrathoracic lymph nodes",False,general,contraindication
C81.73,"1 Other Hodgkin lymphoma, intra-abdominal lymph nodes","Other Hodgkin lymphoma, intra-abdominal lymph nodes",False,general,contraindication
C81.74,"1 Other Hodgkin lymphoma, lymph nodes of axilla and upper li","mb Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",False,general,contraindication
C81.75,"1 Other Hodgkin lymphoma, nodes of ing region and lower limb","Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",False,general,contraindication
C81.76,"1 Other Hodgkin lymphoma, intrapelvic lymph nodes","Other Hodgkin lymphoma, intrapelvic lymph nodes",False,general,contraindication
C81.77,"1 Other Hodgkin lymphoma, spleen","Other Hodgkin lymphoma, spleen",False,general,contraindication
C81.78,"1 Other Hodgkin lymphoma, lymph nodes of multiple sites","Other Hodgkin lymphoma, lymph nodes of multiple sites",False,general,contraindication
